Date,AAPL
2022-11-09,318.3083190917969
2022-11-10,329.9707336425781
2022-11-11,330.4892578125
2022-11-14,328.51287841796875
2022-11-15,328.943359375
2022-11-16,328.8064270019531
2022-11-17,328.8358764648437
2022-11-18,330.7485046386719
2022-11-21,330.43475341796875
2022-11-22,334.26806640625
2022-11-23,335.2386169433594
2022-11-25,336.7777709960937
2022-11-28,331.8465270996094
2022-11-29,331.8367919921875
2022-11-30,339.356201171875
2022-12-01,337.6503601074219
2022-12-02,337.9738464355469
2022-12-05,333.3563232421875
2022-12-06,329.8563232421875
2022-12-07,329.8367919921875
2022-12-08,331.8171081542969
2022-12-09,328.78778076171875
2022-12-12,333.9347229003906
2022-12-13,335.10137939453125
2022-12-14,333.5425720214844
2022-12-15,326.2681884765625
2022-12-16,323.2418212890625
2022-12-19,321.67950439453125
2022-12-20,322.6621398925781
2022-12-21,327.79119873046875
2022-12-22,324.5093688964844
2022-12-23,326.1502685546875
2022-12-27,326.5826110839844
2022-12-28,322.84881591796875
2022-12-29,326.2780456542969
2022-12-30,325.56072998046875
2023-01-03,325.4526672363281
2023-01-04,326.7692565917969
2023-01-05,323.487548828125
2023-01-06,330.4245910644531
2023-01-09,329.4517822265625
2023-01-10,331.3580627441406
2023-01-11,333.84393310546875
2023-01-12,336.04498291015625
2023-01-13,337.0668334960937
2023-01-17,333.2543640136719
2023-01-18,327.1721496582031
2023-01-19,324.8729248046875
2023-01-20,328.137939453125
2023-01-23,330.596435546875
2023-01-24,331.510986328125
2023-01-25,331.7274169921875
2023-01-26,333.7335510253906
2023-01-27,333.9794006347656
2023-01-30,331.4716796875
2023-01-31,335.1791076660156
2023-02-01,335.2184753417969
2023-02-02,334.7857971191406
2023-02-03,333.35986328125
2023-02-06,332.8681945800781
2023-02-07,335.85772705078125
2023-02-08,333.79254150390625
2023-02-09,331.4913330078125
2023-02-10,333.114013671875
2023-02-13,336.8706359863281
2023-02-14,335.4840087890625
2023-02-15,335.9953918457031
2023-02-16,331.7962341308594
2023-02-17,333.2264709472656
2023-02-21,326.2918701171875
2023-02-22,325.57281494140625
2023-02-23,326.7055969238281
2023-02-24,323.20867919921875
2023-02-27,324.1346130371094
2023-02-28,321.6819152832031
2023-03-01,322.1054992675781
2023-03-02,325.4939270019531
2023-03-03,329.20758056640625
2023-03-06,329.67047119140625
2023-03-07,323.9474182128906
2023-03-08,323.5731201171875
2023-03-09,318.244140625
2023-03-10,314.9443359375
2023-03-13,314.04791259765625
2023-03-14,317.3674621582031
2023-03-15,314.75714111328125
2023-03-16,318.4115600585937
2023-03-17,314.56768798828125
2023-03-20,318.3207092285156
2023-03-21,321.5997314453125
2023-03-22,316.2269287109375
2023-03-23,316.8786926269531
2023-03-24,318.34051513671875
2023-03-27,320.3058776855469
2023-03-28,319.8120422363281
2023-03-29,323.0417175292969
2023-03-30,324.4244384765625
2023-03-31,328.5133361816406
2023-04-03,331.7626953125
2023-04-04,329.8170166015625
2023-04-05,330.6861572265625
2023-04-06,330.76513671875
2023-04-10,331.81207275390625
2023-04-11,332.7404479980469
2023-04-12,332.4540405273437
2023-04-13,336.1676330566406
2023-04-14,334.656494140625
2023-04-17,335.72320556640625
2023-04-18,335.60467529296875
2023-04-19,334.8046569824219
2023-04-20,333.7774963378906
2023-04-21,334.1174621582031
2023-04-24,334.7498474121094
2023-04-25,331.3702392578125
2023-04-26,329.0184020996094
2023-04-27,334.2063903808594
2023-04-28,337.00299072265625
2023-05-01,336.34088134765625
2023-05-02,332.89208984375
2023-05-03,330.1647033691406
2023-05-04,327.4175109863281
2023-05-05,332.7537536621094
2023-05-08,332.249755859375
2023-05-09,331.8050537109375
2023-05-10,331.5283508300781
2023-05-11,329.3938903808594
2023-05-12,329.2654113769531
2023-05-15,329.8287353515625
2023-05-16,326.4491271972656
2023-05-17,330.6587829589844
2023-05-18,332.0916748046875
2023-05-19,330.9587707519531
2023-05-22,329.6811828613281
2023-05-23,327.4132995605469
2023-05-24,324.8384704589844
2023-05-25,324.5809936523437
2023-05-26,327.6410827636719
2023-05-30,327.32421875
2023-05-31,326.3338623046875
2023-06-01,327.7402038574219
2023-06-02,334.8011779785156
2023-06-05,332.87994384765625
2023-06-06,332.91961669921875
2023-06-07,333.909912109375
2023-06-08,335.5340576171875
2023-06-09,335.9895935058594
2023-06-12,337.8712463378906
2023-06-13,339.3072509765625
2023-06-14,337.1285095214844
2023-06-15,341.4364318847656
2023-06-16,340.40020751953125
2023-06-20,337.9286804199219
2023-06-21,336.9063720703125
2023-06-22,336.8170166015625
2023-06-23,334.6532287597656
2023-06-26,334.6333923339844
2023-06-27,336.70782470703125
2023-06-28,336.1123046875
2023-06-29,338.6235046386719
2023-06-30,341.29351806640625
2023-07-03,341.5118408203125
2023-07-05,340.26123046875
2023-07-06,336.70782470703125
2023-07-07,334.92120361328125
2023-07-10,337.0552062988281
2023-07-11,340.0924987792969
2023-07-12,341.0751037597656
2023-07-13,341.3630065917969
2023-07-14,342.6036682128906
2023-07-17,343.2785949707031
2023-07-18,346.9808654785156
2023-07-19,348.0826721191406
2023-07-20,349.8096923828125
2023-07-21,349.7878723144531
2023-07-24,351.7049560546875
2023-07-25,351.9532775878906
2023-07-26,352.8770751953125
2023-07-27,350.41363525390625
2023-07-28,352.1122436523437
2023-07-31,353.1949768066406
2023-08-01,353.8207092285156
2023-08-02,350.3838195800781
2023-08-03,349.63885498046875
2023-08-04,348.30780029296875
2023-08-07,352.25128173828125
2023-08-08,350.66192626953125
2023-08-09,348.93359375
2023-08-10,349.53955078125
2023-08-11,350.6421203613281
2023-08-14,350.8507080078125
2023-08-15,347.27471923828125
2023-08-16,345.447021484375
2023-08-17,342.755126953125
2023-08-18,343.3221740722656
2023-08-21,342.87451171875
2023-08-22,341.17340087890625
2023-08-23,343.03369140625
2023-08-24,339.25347900390625
2023-08-25,341.71063232421875
2023-08-28,343.9090881347656
2023-08-29,346.803955078125
2023-08-30,347.5798645019531
2023-08-31,345.9981689453125
2023-09-01,347.162109375
2023-09-05,345.1724853515625
2023-09-06,343.2027893066406
2023-09-07,343.88922119140625
2023-09-08,344.7049560546875
2023-09-11,345.5604553222656
2023-09-12,345.4012756347656
2023-09-13,344.7447204589844
2023-09-14,348.1170654296875
2023-09-15,345.2475280761719
2023-09-18,345.2574462890625
2023-09-19,344.1802673339844
2023-09-20,343.43218994140625
2023-09-21,339.7018127441406
2023-09-22,338.70440673828125
2023-09-25,339.1033935546875
2023-09-26,335.1735534667969
2023-09-27,334.56512451171875
2023-09-28,335.7520446777344
2023-09-29,334.0863342285156
2023-10-02,333.2285461425781
2023-10-03,329.129150390625
2023-10-04,330.1365661621094
2023-10-05,330.3161315917969
2023-10-06,333.2385559082031
2023-10-09,335.2234191894531
2023-10-10,336.5799255371094
2023-10-11,337.1584167480469
2023-10-12,335.4029235839844
2023-10-13,335.8118896484375
2023-10-16,339.0136413574219
2023-10-17,339.11334228515625
2023-10-18,335.76202392578125
2023-10-19,333.25848388671875
2023-10-20,330.5210266113281
2023-10-23,328.6548156738281
2023-10-24,330.7705383300781
2023-10-25,329.6827392578125
2023-10-26,327.1578369140625
2023-10-27,323.5351867675781
2023-10-30,328.56500244140625
2023-10-31,329.8124694824219
2023-11-01,332.0080261230469
2023-11-02,337.7065124511719
2023-11-03,339.9219970703125
2023-11-06,340.35113525390625
2023-11-07,340.8501281738281
2023-11-08,340.43096923828125
2023-11-09,338.4250183105469
2023-11-10,342.3171691894531
2023-11-13,342.87603759765625
2023-11-14,347.7162475585937
2023-11-15,349.5625
2023-11-16,349.31298828125
2023-11-17,349.42999267578125
2023-11-20,351.5199890136719
2023-11-21,350.82000732421875
2023-11-22,352.5599975585937
2023-11-24,353.79998779296875
2023-11-27,353.32000732421875
2023-11-28,354.1099853515625
2023-11-29,354.6499938964844
2023-11-30,360.0
2023-12-01,363.0499877929688
2023-12-04,362.6400146484375
