Date,AAPL
2022-11-07,138.14781188964844
2022-11-08,138.72459411621094
2022-11-09,134.12034606933594
2022-11-10,146.05364990234375
2022-11-11,148.86788940429688
2022-11-14,147.45578002929688
2022-11-15,149.2060089111328
2022-11-16,147.96295166015625
2022-11-17,149.88223266601562
2022-11-18,150.44906616210938
2022-11-21,147.1873016357422
2022-11-22,149.34521484375
2022-11-23,150.23028564453125
2022-11-25,147.2867431640625
2022-11-28,143.41836547851562
2022-11-29,140.3852996826172
2022-11-30,147.20718383789062
2022-12-01,147.4856414794922
2022-12-02,146.98841857910156
2022-12-05,145.81497192382812
2022-12-06,142.1156463623047
2022-12-07,140.15658569335938
2022-12-08,141.85708618164062
2022-12-09,141.36981201171875
2022-12-12,143.68685913085938
2022-12-13,144.6614227294922
2022-12-14,142.4139862060547
2022-12-15,135.74127197265625
2022-12-16,133.7623291015625
2022-12-19,131.63421630859375
2022-12-20,131.5646209716797
2022-12-21,134.69711303710938
2022-12-22,131.4949951171875
2022-12-23,131.12704467773438
2022-12-27,129.3072509765625
2022-12-28,125.33941650390624
2022-12-29,128.8895721435547
2022-12-30,129.20779418945312
2023-01-03,124.3748016357422
2023-01-04,125.65763854980467
2023-01-05,124.32508087158205
2023-01-06,128.89952087402344
2023-01-09,129.42657470703125
2023-01-10,130.0033416748047
2023-01-11,132.74801635742188
2023-01-12,132.66847229003906
2023-01-13,134.0109405517578
2023-01-17,135.1843719482422
2023-01-18,134.4584503173828
2023-01-19,134.5181121826172
2023-01-20,137.10366821289062
2023-01-23,140.3256378173828
2023-01-24,141.7377471923828
2023-01-25,141.07147216796875
2023-01-26,143.15982055664062
2023-01-27,145.11883544921875
2023-01-30,142.2051544189453
2023-01-31,143.4879608154297
2023-02-01,144.6216278076172
2023-02-02,149.98167419433594
2023-02-03,153.64122009277344
2023-02-06,150.88662719726562
2023-02-07,153.79037475585938
2023-02-08,151.0755615234375
2023-02-09,150.0313720703125
2023-02-10,150.39990234375
2023-02-13,153.2284393310547
2023-02-14,152.5810546875
2023-02-15,154.7024383544922
2023-02-16,153.08900451660156
2023-02-17,151.93368530273438
2023-02-21,147.880126953125
2023-02-22,148.3083953857422
2023-02-23,148.79641723632812
2023-02-24,146.11729431152344
2023-02-27,147.32237243652344
2023-02-28,146.81443786621094
2023-03-01,144.72291564941406
2023-03-02,145.3205108642578
2023-03-03,150.41981506347656
2023-03-06,153.20851135253906
2023-03-07,150.98753356933594
2023-03-08,152.2523956298828
2023-03-09,149.98159790039062
2023-03-10,147.90003967285156
2023-03-13,149.86207580566406
2023-03-14,151.97352600097656
2023-03-15,152.3719024658203
2023-03-16,155.22035217285156
2023-03-17,154.373779296875
2023-03-20,156.7640838623047
2023-03-21,158.63648986816406
2023-03-22,157.19235229492188
2023-03-23,158.28790283203125
2023-03-24,159.60256958007812
2023-03-27,157.64053344726562
2023-03-28,157.01307678222656
2023-03-29,160.1204833984375
2023-03-30,161.70404052734375
2023-03-31,164.23377990722656
2023-04-03,165.49867248535156
2023-04-04,164.96083068847656
2023-04-05,163.098388671875
2023-04-06,163.99476623535156
2023-04-10,161.37539672851562
2023-04-11,160.15036010742188
2023-04-12,159.45318603515625
2023-04-13,164.89111328125
2023-04-14,164.54254150390625
2023-04-17,164.5624542236328
2023-04-18,165.7974395751953
2023-04-19,166.95277404785156
2023-04-20,165.97669982910156
2023-04-21,164.35330200195312
2023-04-24,164.66204833984375
2023-04-25,163.1083526611328
2023-04-26,163.098388671875
2023-04-27,167.7296142578125
2023-04-28,168.9944610595703
2023-05-01,168.9048309326172
2023-05-02,167.85906982421875
2023-05-03,166.7734832763672
2023-05-04,165.12017822265625
2023-05-05,172.8687744140625
2023-05-08,172.79905700683594
2023-05-09,171.07603454589844
2023-05-10,172.85879516601562
2023-05-11,173.04803466796875
2023-05-12,172.1105499267578
2023-05-15,171.61187744140625
2023-05-16,171.61187744140625
2023-05-17,172.230224609375
2023-05-18,174.5839385986328
2023-05-19,174.6936492919922
2023-05-22,173.73619079589844
2023-05-23,171.1032257080078
2023-05-24,171.38247680664062
2023-05-25,172.5294189453125
2023-05-26,174.96290588378906
2023-05-30,176.82794189453125
2023-05-31,176.77806091308594
2023-06-01,179.61050415039062
2023-06-02,180.4682159423828
2023-06-05,179.10186767578125
2023-06-06,178.73284912109375
2023-06-07,177.3465576171875
2023-06-08,180.0892333984375
2023-06-09,180.4781951904297
2023-06-12,183.30064392089844
2023-06-13,182.8219451904297
2023-06-14,183.46023559570312
2023-06-15,185.5147399902344
2023-06-16,184.4276428222656
2023-06-20,184.5174102783203
2023-06-21,183.47021484375
2023-06-22,186.5021209716797
2023-06-23,186.18295288085935
2023-06-26,184.7767333984375
2023-06-27,187.5592803955078
2023-06-28,188.74612426757807
2023-06-29,189.085205078125
2023-06-30,193.4535675048828
2023-07-03,191.9475860595703
2023-07-05,190.82058715820312
2023-07-06,191.2993011474609
2023-07-07,190.17230224609372
2023-07-10,188.1078338623047
2023-07-11,187.57925415039065
2023-07-12,189.2647399902344
2023-07-13,190.0326690673828
2023-07-14,190.18228149414065
2023-07-17,193.4735107421875
2023-07-18,193.2141876220703
2023-07-19,194.5805511474609
2023-07-20,192.6157989501953
2023-07-21,191.4289703369141
2023-07-24,192.2368011474609
2023-07-25,193.1044921875
2023-07-26,193.98214721679688
2023-07-27,192.7055511474609
2023-07-28,195.30860900878903
2023-07-31,195.9269561767578
2023-08-01,195.0891876220703
2023-08-02,192.06724548339844
2023-08-03,190.6610107421875
2023-08-04,181.5054626464844
2023-08-07,178.37380981445312
2023-08-08,179.32127380371094
2023-08-09,177.71556091308594
2023-08-10,177.49615478515625
2023-08-11,177.5560760498047
2023-08-14,179.22389221191406
2023-08-15,177.21652221679688
2023-08-16,176.3376922607422
2023-08-17,173.7710723876953
2023-08-18,174.2604217529297
2023-08-21,175.608642578125
2023-08-22,176.99681091308594
2023-08-23,180.88169860839844
2023-08-24,176.14793395996094
2023-08-25,178.375
2023-08-28,179.9529266357422
2023-08-29,183.87774658203125
2023-08-30,187.40310668945312
2023-08-31,187.6228179931641
2023-09-01,189.2107391357422
2023-09-05,189.45040893554688
2023-09-06,182.6693420410156
2023-09-07,177.32638549804688
2023-09-08,177.945556640625
2023-09-11,179.12400817871094
2023-09-12,176.0680389404297
2023-09-13,173.9807891845703
2023-09-14,175.5087890625
2023-09-15,174.77972412109375
2023-09-18,177.73583984375
2023-09-19,178.8343963623047
2023-09-20,175.2591094970703
2023-09-21,173.70115661621094
2023-09-22,174.5600128173828
2023-09-25,175.84832763671875
2023-09-26,171.73374938964844
2023-09-27,170.20574951171875
2023-09-28,170.46542358398438
2023-09-29,170.9847412109375
2023-10-02,173.52139282226562
2023-10-03,172.1731719970703
2023-10-04,173.4315185546875
2023-10-05,174.67987060546875
2023-10-06,177.25648498535156
2023-10-09,178.75450134277344
2023-10-10,178.15528869628906
2023-10-11,179.5634307861328
2023-10-12,180.4722442626953
2023-10-13,178.61468505859375
2023-10-16,178.48486328125
2023-10-17,176.9169158935547
2023-10-18,175.608642578125
2023-10-19,175.22915649414062
2023-10-20,172.6525421142578
2023-10-23,172.7723846435547
2023-10-24,173.21180725097656
2023-10-25,170.87489318847656
2023-10-26,166.67042541503906
2023-10-27,167.99867248535156
2023-10-30,170.06593322753906
2023-10-31,170.54531860351562
2023-11-01,173.74110412597656
2023-11-02,177.3363800048828
2023-11-03,176.41757202148438
2023-11-06,178.9941864013672
2023-11-07,181.58078002929688
2023-11-08,182.6493682861328
2023-11-09,182.1699981689453
2023-11-10,186.3999938964844
2023-11-13,184.8000030517578
2023-11-14,187.44000244140625
2023-11-15,188.00999450683597
2023-11-16,189.7100067138672
2023-11-17,189.69000244140625
2023-11-20,191.4499969482422
2023-11-21,190.63999938964844
2023-11-22,191.30999755859372
2023-11-24,189.97000122070312
2023-11-27,189.7899932861328
2023-11-28,190.3999938964844
2023-11-29,189.3699951171875
2023-11-30,189.9499969482422
2023-12-01,191.2400054931641
2023-12-04,189.42999267578125
